Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
8/27/20 16:43,8/28/20 2:30,EURUSD,Sell,0.11,1.18493,1.18152,1.18103,1.18158,-0.47,-0.01,-5.5,-5.6,-0.11,400301,00:09:46:16,24.2,2h 21m,63.7,0.52,41.8,38.874,-21.9,-20.367,65.6,25.7,-47.3,-43.99
8/27/20 16:46,8/28/20 2:00,XAUUSD,Sell,0.01,1939.55,1882.33,1939.75,1927.72,-0.05,0.01,1203,10.14,0.2,400301,00:09:13:56,98.4,9h 5m,3399,0.19,2862,28.62,-537,-5.37,84.2,51.2,-1659,-16.59
8/27/20 16:43,8/28/20 2:00,EURUSD,Sell,0.01,1.18493,1.18152,1.18103,1.1818,-0.04,0,-7.7,-0.69,-0.01,400301,00:09:16:14,25.5,2h 21m,63.7,0.52,41.8,3.344,-21.9,-1.752,65.6,22.3,-49.5,-3.96
8/27/20 16:46,8/28/20 2:00,XAUUSD,Sell,0.01,1936.97,1901.72,1937.17,1927.77,-0.04,0.01,940,7.92,0.15,410151,00:09:13:48,98.1,9h 3m,3399,0.31,2604,26.04,-795,-7.95,76.6,51,-1664,-16.64
8/27/20 16:39,8/28/20 1:45,EURCAD,Sell,0.01,1.55247,1.54655,1.55267,1.55159,-0.04,0,10.8,0.66,0.01,410151,00:09:06:16,100,9h 6m,48,0.02,51.5,3.09,0,0,100,21,-40.7,-2.44
8/27/20 16:39,8/28/20 0:15,EURCAD,Sell,0.01,1.55247,1.54655,1.55267,1.55178,-0.04,0,8.9,0.53,0.01,410151,00:07:35:43,100,7h 35m,48,0.02,51.5,3.09,0,0,100,17.3,-42.6,-2.56
8/27/20 16:46,8/27/20 23:00,XAUUSD,Sell,0.01,1939.55,1882.33,1939.75,1930.14,-0.04,0,961,8.1,0.16,400301,00:06:13:57,97.6,6h 4m,3399,0.19,2862,28.62,-537,-5.37,84.2,44.1,-1901,-19.01
8/27/20 16:43,8/27/20 23:00,EURUSD,Sell,0.02,1.18493,1.17911,1.18103,1.18192,-0.09,0,-8.9,-1.6,-0.03,400301,00:06:16:15,37.7,2h 21m,63.7,0.52,41.8,7.106,-21.9,-3.723,65.6,20.4,-50.7,-8.62
8/27/20 16:46,8/27/20 23:00,XAUUSD,Sell,0.01,1936.97,1901.72,1937.17,1930.02,-0.05,0,715,6,0.12,410151,00:06:13:48,97.1,6h 2m,3399,0.31,2604,26.04,-795,-7.95,76.6,44.4,-1889,-18.89
8/27/20 16:39,8/27/20 22:45,EURCAD,Sell,0.01,1.55247,1.54655,1.55267,1.55107,-0.04,0,16,0.99,0.02,410151,00:06:05:31,100,6h 5m,48,0.02,51.5,3.09,0,0,100,31.1,-35.5,-2.13
8/27/20 16:46,8/27/20 21:30,XAUUSD,Sell,0.01,1936.97,1901.72,1937.17,1931.44,-0.04,0,573,4.8,0.09,410151,00:04:43:48,96.2,4h 33m,3399,0.31,2604,26.04,-795,-7.95,76.6,40.2,-2031,-20.31
8/27/20 16:39,8/27/20 21:15,EURCAD,Sell,0.02,1.55247,1.54655,1.55267,1.55132,-0.09,0,13.5,1.65,0.03,410151,00:04:35:30,100,4h 35m,48,0.02,51.5,6.695,0,0,100,26.2,-38,-4.94
8/27/20 16:43,8/27/20 20:00,EURUSD,Sell,0.02,1.18493,1.17205,1.18103,1.17956,-0.09,0,14.7,2.4,0.05,400301,00:03:16:15,63,2h 3m,63.7,0.52,41.8,7.106,-21.9,-3.723,65.6,57.5,-27.1,-4.61
8/27/20 16:39,8/27/20 19:45,USDJPY,Buy,0.18,105.827,106.61,106.098,106.615,-0.77,0,51.7,73.14,1.45,400301,00:03:06:46,100,3h 6m,21.4,0.02,51.7,73.931,0,0,100,100,0,0
8/27/20 16:39,8/27/20 19:45,EURCAD,Sell,0.02,1.55627,1.54655,1.55267,1.55122,-0.09,0,14.5,1.78,0.04,410151,00:03:05:28,100,3h 5m,48,0.02,51.5,6.695,0,0,100,28.2,-37,-4.81
8/27/20 16:38,8/27/20 19:30,AUDUSD,Sell,0.25,0.72742,0.71995,0.72514,0.72608,-1.08,0,-9.4,-20.96,-0.41,410151,00:02:51:26,71,2h 1m,50.9,0.55,32.8,69.208,-18.1,-38.191,64.4,17.1,-42.2,-89.04
8/27/20 16:39,8/27/20 19:15,AUDUSD,Sell,0.25,0.72687,0.71898,0.72466,0.72688,-1.08,0,-22.2,-47.99,-0.94,400301,00:02:36:42,72.5,1h 53m,50.9,0.82,28,59.08,-22.9,-48.319,55,1.4,-50.2,-105.92
8/27/20 16:43,8/27/20 19:00,USDCHF,Buy,0.13,0.90543,0.91719,0.9094,0.90787,-0.56,0,-15.3,-19.09,-0.37,410151,00:02:16:22,66.5,1h 30m,45.9,0.81,25.3,30.613,-20.6,-24.926,55.1,11.5,-40.6,-49.13
8/27/20 16:39,8/27/20 19:00,EURUSD,Sell,0.15,1.18562,1.17294,1.18153,1.1822,-0.65,0,-6.7,-9.15,-0.18,410151,00:02:20:33,82.3,1h 55m,59.4,0.27,46.8,59.436,-12.6,-16.002,78.8,9.9,-53.5,-67.95
